date,open,high,low,close,volume,turnover_rate_pct,change_pct,amplitude_pct,market_cap_100m,symbol,name
2022-04-13,5.22,5.27,5.19,5.24,243488323,0.1051,2.14,1.56,18676.41,601398,工商银行
2022-04-14,5.23,5.26,5.22,5.23,165182849,0.0713,-0.19,0.76,18640.77,601398,工商银行
2022-04-15,5.24,5.28,5.23,5.25,215224217,0.0929,0.38,0.96,18712.05,601398,工商银行
2022-04-18,5.37,5.4,5.33,5.34,143405587,0.0619,1.71,1.33,19032.83,601398,工商银行
2022-04-19,5.35,5.4,5.31,5.38,194605320,0.084,0.75,1.69,19175.4,601398,工商银行
2022-04-20,5.38,5.46,5.35,5.42,186496765,0.0805,0.74,2.04,19317.96,601398,工商银行
2022-04-21,5.39,5.45,5.37,5.43,203408894,0.0878,0.18,1.48,19353.61,601398,工商银行
2022-04-22,5.39,5.46,5.35,5.41,205030605,0.0885,-0.37,2.03,19282.32,601398,工商银行
2022-04-25,5.48,5.52,5.41,5.46,308588436,0.1332,0.92,2.03,19460.53,601398,工商银行
2022-04-26,5.25,5.33,5.2,5.28,192983609,0.0833,-3.3,2.38,18818.98,601398,工商银行
2022-04-27,5.31,5.34,5.26,5.28,221711061,0.0957,0.0,1.52,18818.98,601398,工商银行
2022-04-28,5.23,5.29,5.18,5.26,118616576,0.0512,-0.38,2.08,18747.69,601398,工商银行
2022-04-29,5.18,5.23,5.15,5.2,313685242,0.1354,-1.14,1.52,18533.84,601398,工商银行
2022-05-02,5.15,5.16,5.11,5.14,310905166,0.1342,-1.15,0.96,18319.99,601398,工商银行
2022-05-03,5.13,5.18,5.11,5.16,143173914,0.0618,0.39,1.36,18391.27,601398,工商银行
2022-05-04,5.04,5.12,5.0,5.08,223101099,0.0963,-1.55,2.33,18106.14,601398,工商银行
2022-05-05,5.06,5.11,5.04,5.09,179083229,0.0773,0.2,1.38,18141.78,601398,工商银行
2022-05-06,5.04,5.08,4.98,5.01,178156537,0.0769,-1.57,1.96,17856.64,601398,工商银行
2022-05-09,5.0,5.03,4.95,4.97,152209160,0.0657,-0.8,1.6,17714.07,601398,工商银行
2022-05-10,4.9,4.92,4.88,4.9,229356270,0.099,-1.41,0.8,17464.58,601398,工商银行
2022-05-11,4.91,4.93,4.88,4.9,182558324,0.0788,0.0,1.02,17464.58,601398,工商银行
2022-05-12,4.92,4.98,4.88,4.95,165646194,0.0715,1.02,2.04,17642.79,601398,工商银行
2022-05-13,4.89,4.93,4.83,4.86,261790490,0.113,-1.82,2.02,17322.01,601398,工商银行
2022-05-16,4.81,4.83,4.78,4.82,272447448,0.1176,-0.82,1.03,17179.44,601398,工商银行
2022-05-17,4.8,4.88,4.77,4.83,259937106,0.1122,0.21,2.28,17215.09,601398,工商银行
2022-05-18,4.66,4.68,4.63,4.67,258083722,0.1114,-3.31,1.04,16644.81,601398,工商银行
2022-05-19,4.7,4.73,4.65,4.68,229356270,0.099,0.21,1.71,16680.46,601398,工商银行
2022-05-20,4.76,4.77,4.73,4.76,318550375,0.1375,1.71,0.85,16965.59,601398,工商银行
2022-05-23,4.71,4.75,4.68,4.71,174218096,0.0752,-1.05,1.47,16787.38,601398,工商银行
2022-05-24,4.69,4.76,4.66,4.72,166804559,0.072,0.21,2.12,16823.02,601398,工商银行
2022-05-25,4.6,4.63,4.58,4.61,353532998,0.1526,-2.33,1.06,16430.96,601398,工商银行
2022-05-26,4.54,4.59,4.5,4.57,306966725,0.1325,-0.87,1.95,16288.39,601398,工商银行
2022-05-27,4.6,4.62,4.57,4.61,191825244,0.0828,0.88,1.09,16430.96,601398,工商银行
2022-05-30,4.6,4.64,4.59,4.62,276849235,0.1195,0.22,1.08,16466.6,601398,工商银行
2022-05-31,4.65,4.7,4.62,4.68,203872240,0.088,1.3,1.73,16680.46,601398,工商银行
2022-06-01,4.68,4.73,4.65,4.7,238623190,0.103,0.43,1.71,16751.74,601398,工商银行
2022-06-02,4.55,4.6,4.51,4.57,329902352,0.1424,-2.77,1.91,16288.39,601398,工商银行
2022-06-03,4.67,4.68,4.62,4.65,320403759,0.1383,1.75,1.31,16573.53,601398,工商银行
2022-06-06,4.66,4.67,4.63,4.66,201555510,0.087,0.22,0.86,16609.17,601398,工商银行
2022-06-07,4.66,4.68,4.59,4.63,284726117,0.1229,-0.64,1.93,16502.25,601398,工商银行
2022-06-08,4.71,4.72,4.67,4.7,339400944,0.1465,1.51,1.08,16751.74,601398,工商银行
2022-06-09,4.71,4.74,4.68,4.7,277775927,0.1199,0.0,1.28,16751.74,601398,工商银行
2022-06-10,4.68,4.72,4.65,4.7,224491137,0.0969,0.0,1.49,16751.74,601398,工商银行
2022-06-13,4.66,4.73,4.65,4.69,277312581,0.1197,-0.21,1.7,16716.1,601398,工商银行
2022-06-14,4.79,4.83,4.73,4.76,205262278,0.0886,1.49,2.13,16965.59,601398,工商银行
2022-06-15,4.78,4.81,4.72,4.76,198775434,0.0858,0.0,1.89,16965.59,601398,工商银行
2022-06-16,4.82,4.86,4.81,4.82,226576194,0.0978,1.26,1.05,17179.44,601398,工商银行
2022-06-17,4.85,4.88,4.83,4.84,252986916,0.1092,0.41,1.04,17250.73,601398,工商银行
2022-06-20,4.89,4.92,4.83,4.87,125566766,0.0542,0.62,1.86,17357.65,601398,工商银行
2022-06-21,4.88,4.93,4.85,4.87,270130718,0.1166,0.0,1.64,17357.65,601398,工商银行
2022-06-22,4.9,4.91,4.89,4.9,256462011,0.1107,0.62,0.41,17464.58,601398,工商银行
2022-06-23,4.85,4.86,4.81,4.84,309978474,0.1338,-1.22,1.02,17250.73,601398,工商银行
2022-06-24,4.88,4.92,4.84,4.87,273374140,0.118,0.62,1.65,17357.65,601398,工商银行
2022-06-27,4.93,4.98,4.88,4.89,133211975,0.0575,0.41,2.05,17428.94,601398,工商银行
2022-06-28,4.82,4.85,4.8,4.84,250206840,0.108,-1.02,1.02,17250.73,601398,工商银行
2022-06-29,4.79,4.83,4.77,4.81,164256157,0.0709,-0.62,1.24,17143.8,601398,工商银行
2022-06-30,4.78,4.78,4.76,4.77,232368019,0.1003,-0.83,0.42,17001.23,601398,工商银行
2022-07-01,4.72,4.77,4.71,4.75,203872240,0.088,-0.42,1.26,16929.95,601398,工商银行
2022-07-04,4.73,4.74,4.7,4.71,171669693,0.0741,-0.84,0.84,16787.38,601398,工商银行
2022-07-05,4.75,4.77,4.68,4.73,252291897,0.1089,0.42,1.91,16858.67,601398,工商银行
2022-07-06,4.76,4.79,4.71,4.74,145490643,0.0628,0.21,1.69,16894.31,601398,工商银行
2022-07-07,4.73,4.77,4.68,4.75,208969046,0.0902,0.21,1.9,16929.95,601398,工商银行
2022-07-08,4.73,4.77,4.71,4.73,119543268,0.0516,-0.42,1.26,16858.67,601398,工商银行
2022-07-11,4.82,4.83,4.75,4.8,299553189,0.1293,1.48,1.69,17108.16,601398,工商银行
2022-07-12,4.89,4.91,4.83,4.87,148270720,0.064,1.46,1.67,17357.65,601398,工商银行
2022-07-13,4.91,4.94,4.85,4.89,177924864,0.0768,0.41,1.85,17428.94,601398,工商银行
2022-07-14,4.89,4.92,4.83,4.86,176071480,0.076,-0.61,1.84,17322.01,601398,工商银行
2022-07-15,4.89,4.93,4.86,4.88,173059731,0.0747,0.41,1.44,17393.3,601398,工商银行
2022-07-18,4.83,4.84,4.82,4.82,189045168,0.0816,-1.23,0.41,17179.44,601398,工商银行
2022-07-19,4.8,4.82,4.78,4.79,274764178,0.1186,-0.62,0.83,17072.52,601398,工商银行
2022-07-20,4.86,4.89,4.81,4.83,266423950,0.115,0.84,1.67,17215.09,601398,工商银行
2022-07-21,4.81,4.84,4.75,4.78,290517942,0.1254,-1.04,1.86,17036.88,601398,工商银行
2022-07-22,4.78,4.8,4.76,4.78,214529198,0.0926,0.0,0.84,17036.88,601398,工商银行
2022-07-25,4.89,4.93,4.84,4.86,185570073,0.0801,1.67,1.88,17322.01,601398,工商银行
2022-07-26,4.85,4.88,4.84,4.86,276385889,0.1193,0.0,0.82,17322.01,601398,工商银行
2022-07-27,4.76,4.81,4.74,4.79,170974674,0.0738,-1.44,1.44,17072.52,601398,工商银行
2022-07-28,4.87,4.88,4.83,4.85,300248208,0.1296,1.25,1.04,17286.37,601398,工商银行
2022-07-29,4.88,4.9,4.84,4.85,220321023,0.0951,0.0,1.24,17286.37,601398,工商银行
2022-08-01,4.91,4.96,4.87,4.93,327122276,0.1412,1.65,1.86,17571.51,601398,工商银行
2022-08-02,4.95,4.97,4.92,4.96,198312088,0.0856,0.61,1.01,17678.43,601398,工商银行
2022-08-03,4.98,5.03,4.97,5.0,158464332,0.0684,0.81,1.21,17821.0,601398,工商银行
2022-08-04,5.06,5.09,5.0,5.04,182326651,0.0787,0.8,1.8,17963.57,601398,工商银行
2022-08-05,4.97,4.99,4.94,4.98,137150416,0.0592,-1.19,0.99,17749.72,601398,工商银行
2022-08-08,4.94,5.01,4.92,4.97,220552696,0.0952,-0.2,1.81,17714.07,601398,工商银行
2022-08-09,4.9,4.96,4.88,4.94,137613762,0.0594,-0.6,1.61,17607.15,601398,工商银行
2022-08-10,4.92,4.95,4.89,4.92,219626004,0.0948,-0.4,1.21,17535.86,601398,工商银行
2022-08-11,4.89,4.93,4.83,4.87,208969046,0.0902,-1.02,2.03,17357.65,601398,工商银行
2022-08-12,4.91,4.92,4.87,4.9,227271213,0.0981,0.62,1.03,17464.58,601398,工商银行
2022-08-15,4.94,4.95,4.89,4.92,126493458,0.0546,0.41,1.22,17535.86,601398,工商银行
2022-08-16,5.01,5.04,4.96,5.0,294919729,0.1273,1.63,1.63,17821.0,601398,工商银行
2022-08-17,4.95,4.99,4.91,4.95,245110034,0.1058,-1.0,1.6,17642.79,601398,工商银行
2022-08-18,4.91,4.94,4.89,4.9,205493951,0.0887,-1.01,1.01,17464.58,601398,工商银行
2022-08-19,5.02,5.03,5.01,5.02,254376954,0.1098,2.45,0.41,17892.28,601398,工商银行
2022-08-22,4.97,5.02,4.94,5.0,205725624,0.0888,-0.4,1.59,17821.0,601398,工商银行
2022-08-23,5.0,5.02,4.99,5.01,206188970,0.089,0.2,0.6,17856.64,601398,工商银行
2022-08-24,4.98,5.01,4.95,4.99,120238287,0.0519,-0.4,1.2,17785.36,601398,工商银行
2022-08-25,5.01,5.07,4.99,5.04,309051781,0.1334,1.0,1.6,17963.57,601398,工商银行
2022-08-26,5.09,5.12,5.04,5.1,186496765,0.0805,1.19,1.59,18177.42,601398,工商银行
2022-08-29,5.03,5.09,4.99,5.05,185801746,0.0802,-0.98,1.96,17999.21,601398,工商银行
2022-08-30,5.03,5.07,5.01,5.03,219626004,0.0948,-0.4,1.19,17927.93,601398,工商银行
2022-08-31,5.02,5.04,5.01,5.02,174681442,0.0754,-0.2,0.6,17892.28,601398,工商银行
2022-09-01,5.06,5.08,5.01,5.05,300479881,0.1297,0.6,1.39,17999.21,601398,工商银行
2022-09-02,4.98,5.0,4.96,4.98,259010414,0.1118,-1.39,0.79,17749.72,601398,工商银行
2022-09-05,5.03,5.04,5.01,5.03,288432885,0.1245,1.0,0.6,17927.93,601398,工商银行
2022-09-06,5.09,5.16,5.07,5.12,336389196,0.1452,1.79,1.79,18248.7,601398,工商银行
2022-09-07,5.18,5.22,5.18,5.19,252523570,0.109,1.37,0.78,18498.2,601398,工商银行
2022-09-08,5.18,5.24,5.15,5.2,255535319,0.1103,0.19,1.73,18533.84,601398,工商银行
2022-09-09,5.13,5.17,5.1,5.14,179314902,0.0774,-1.15,1.35,18319.99,601398,工商银行
2022-09-12,5.12,5.17,5.09,5.12,168889617,0.0729,-0.39,1.56,18248.7,601398,工商银行
2022-09-13,5.04,5.07,5.02,5.06,291212961,0.1257,-1.17,0.98,18034.85,601398,工商银行
2022-09-14,4.98,5.04,4.96,5.02,239086536,0.1032,-0.79,1.58,17892.28,601398,工商银行
2022-09-15,5.0,5.07,4.98,5.03,180241594,0.0778,0.2,1.79,17927.93,601398,工商银行
2022-09-16,5.11,5.16,5.04,5.07,137382089,0.0593,0.8,2.39,18070.49,601398,工商银行
2022-09-19,5.13,5.15,5.1,5.11,230282962,0.0994,0.79,0.99,18213.06,601398,工商银行
2022-09-20,5.11,5.14,5.1,5.11,159159351,0.0687,0.0,0.78,18213.06,601398,工商银行
2022-09-21,5.14,5.21,5.12,5.18,184411708,0.0796,1.37,1.76,18462.56,601398,工商银行
2022-09-22,5.08,5.12,5.02,5.05,276385889,0.1193,-2.51,1.93,17999.21,601398,工商银行
2022-09-23,5.07,5.09,5.04,5.07,161707754,0.0698,0.4,0.99,18070.49,601398,工商银行
2022-09-26,4.94,4.98,4.89,4.96,270130718,0.1166,-2.17,1.78,17678.43,601398,工商银行
2022-09-27,4.99,5.01,4.95,4.97,157769312,0.0681,0.2,1.21,17714.07,601398,工商银行
2022-09-28,4.95,4.97,4.92,4.95,243951669,0.1053,-0.4,1.01,17642.79,601398,工商银行
2022-09-29,4.9,4.98,4.86,4.93,240244901,0.1037,-0.4,2.42,17571.51,601398,工商银行
2022-09-30,4.94,4.98,4.92,4.96,130895245,0.0565,0.61,1.22,17678.43,601398,工商银行
2022-10-03,4.97,4.99,4.95,4.97,120469960,0.052,0.2,0.81,17714.07,601398,工商银行
2022-10-04,4.89,4.9,4.83,4.87,321562124,0.1388,-2.01,1.41,17357.65,601398,工商银行
2022-10-05,4.86,4.91,4.83,4.89,135760378,0.0586,0.41,1.64,17428.94,601398,工商银行
2022-10-06,4.83,4.87,4.82,4.83,246731745,0.1065,-1.23,1.02,17215.09,601398,工商银行
2022-10-07,4.84,4.87,4.79,4.83,169584636,0.0732,0.0,1.66,17215.09,601398,工商银行
2022-10-10,4.78,4.82,4.75,4.78,314611934,0.1358,-1.04,1.45,17036.88,601398,工商银行
2022-10-11,4.76,4.81,4.72,4.77,207347335,0.0895,-0.21,1.88,17001.23,601398,工商银行
2022-10-12,4.81,4.84,4.79,4.81,310210146,0.1339,0.84,1.05,17143.8,601398,工商银行
2022-10-13,4.85,4.87,4.81,4.85,290517942,0.1254,0.83,1.25,17286.37,601398,工商银行
2022-10-14,4.82,4.87,4.8,4.85,168657944,0.0728,0.0,1.44,17286.37,601398,工商银行
2022-10-17,4.87,4.92,4.83,4.9,145258971,0.0627,1.03,1.86,17464.58,601398,工商银行
2022-10-18,4.88,4.91,4.83,4.86,274300832,0.1184,-0.82,1.63,17322.01,601398,工商银行
2022-10-19,4.76,4.79,4.71,4.75,269435699,0.1163,-2.26,1.65,16929.95,601398,工商银行
2022-10-20,4.7,4.71,4.67,4.7,259705433,0.1121,-1.05,0.84,16751.74,601398,工商银行
2022-10-21,4.65,4.68,4.62,4.67,179314902,0.0774,-0.64,1.28,16644.81,601398,工商银行
2022-10-24,4.61,4.62,4.57,4.61,175839807,0.0759,-1.28,1.07,16430.96,601398,工商银行
2022-10-25,4.64,4.66,4.61,4.65,290749615,0.1255,0.87,1.08,16573.53,601398,工商银行
2022-10-26,4.68,4.73,4.67,4.69,232831365,0.1005,0.86,1.29,16716.1,601398,工商银行
2022-10-27,4.73,4.74,4.69,4.73,129968553,0.0561,0.85,1.07,16858.67,601398,工商银行
2022-10-28,4.77,4.79,4.74,4.76,129273534,0.0558,0.63,1.06,16965.59,601398,工商银行
2022-10-31,4.83,4.85,4.75,4.8,157769312,0.0681,0.84,2.1,17108.16,601398,工商银行
2022-11-01,4.74,4.77,4.71,4.74,183253343,0.0791,-1.25,1.25,16894.31,601398,工商银行
2022-11-02,4.72,4.77,4.69,4.75,268740680,0.116,0.21,1.69,16929.95,601398,工商银行
2022-11-03,4.77,4.79,4.7,4.74,134138667,0.0579,-0.21,1.89,16894.31,601398,工商银行
2022-11-04,4.69,4.7,4.66,4.67,331987409,0.1433,-1.48,0.84,16644.81,601398,工商银行
2022-11-07,4.62,4.65,4.58,4.61,313685242,0.1354,-1.28,1.5,16430.96,601398,工商银行
2022-11-08,4.69,4.69,4.67,4.68,186496765,0.0805,1.52,0.43,16680.46,601398,工商银行
2022-11-09,4.63,4.69,4.6,4.65,164487829,0.071,-0.64,1.92,16573.53,601398,工商银行
2022-11-10,4.57,4.61,4.53,4.59,309746801,0.1337,-1.29,1.72,16359.68,601398,工商银行
2022-11-11,4.59,4.64,4.57,4.62,237001479,0.1023,0.65,1.53,16466.6,601398,工商银行
2022-11-14,4.67,4.71,4.62,4.65,298858170,0.129,0.65,1.95,16573.53,601398,工商银行
2022-11-15,4.8,4.82,4.76,4.79,202945548,0.0876,3.01,1.29,17072.52,601398,工商银行
2022-11-16,4.73,4.78,4.67,4.7,253450262,0.1094,-1.88,2.3,16751.74,601398,工商银行
2022-11-17,4.72,4.75,4.66,4.69,281251022,0.1214,-0.21,1.91,16716.1,601398,工商银行
2022-11-18,4.71,4.74,4.65,4.68,192288590,0.083,-0.21,1.92,16680.46,601398,工商银行
2022-11-21,4.72,4.76,4.67,4.69,260863798,0.1126,0.21,1.92,16716.1,601398,工商银行
2022-11-22,4.66,4.68,4.64,4.67,296541440,0.128,-0.43,0.85,16644.81,601398,工商银行
2022-11-23,4.66,4.72,4.64,4.68,123250036,0.0532,0.21,1.71,16680.46,601398,工商银行
2022-11-24,4.71,4.74,4.67,4.69,143868933,0.0621,0.21,1.5,16716.1,601398,工商银行
2022-11-25,4.73,4.75,4.7,4.72,257852049,0.1113,0.64,1.07,16823.02,601398,工商银行
2022-11-28,4.73,4.76,4.7,4.71,153367525,0.0662,-0.21,1.27,16787.38,601398,工商银行
2022-11-29,4.75,4.78,4.73,4.77,168657944,0.0728,1.27,1.06,17001.23,601398,工商银行
2022-11-30,4.76,4.78,4.71,4.73,148039047,0.0639,-0.84,1.47,16858.67,601398,工商银行
2022-12-01,4.69,4.73,4.68,4.7,301174900,0.13,-0.63,1.06,16751.74,601398,工商银行
2022-12-02,4.73,4.77,4.7,4.72,195300339,0.0843,0.43,1.49,16823.02,601398,工商银行
2022-12-05,4.65,4.7,4.61,4.67,318550375,0.1375,-1.06,1.91,16644.81,601398,工商银行
2022-12-06,4.72,4.75,4.65,4.69,133211975,0.0575,0.43,2.14,16716.1,601398,工商银行
2022-12-07,4.75,4.78,4.73,4.74,130431899,0.0563,1.07,1.07,16894.31,601398,工商银行
2022-12-08,4.8,4.83,4.76,4.81,247426764,0.1068,1.48,1.48,17143.8,601398,工商银行
2022-12-09,4.76,4.79,4.71,4.74,152440834,0.0658,-1.46,1.66,16894.31,601398,工商银行
2022-12-12,4.79,4.83,4.78,4.8,331987409,0.1433,1.27,1.05,17108.16,601398,工商银行
2022-12-13,4.78,4.8,4.75,4.78,277775927,0.1199,-0.42,1.04,17036.88,601398,工商银行
2022-12-14,4.74,4.8,4.7,4.76,137613762,0.0594,-0.42,2.09,16965.59,601398,工商银行
2022-12-15,4.86,4.88,4.83,4.86,331060717,0.1429,2.1,1.05,17322.01,601398,工商银行
2022-12-16,4.78,4.83,4.75,4.81,149429085,0.0645,-1.03,1.65,17143.8,601398,工商银行
2022-12-19,4.76,4.81,4.72,4.77,146185663,0.0631,-0.83,1.87,17001.23,601398,工商银行
2022-12-20,4.89,4.92,4.88,4.89,213370833,0.0921,2.52,0.84,17428.94,601398,工商银行
2022-12-21,4.86,4.9,4.82,4.88,195763685,0.0845,-0.2,1.64,17393.3,601398,工商银行
2022-12-22,4.85,4.92,4.82,4.88,205493951,0.0887,0.0,2.05,17393.3,601398,工商银行
2022-12-23,4.95,4.99,4.94,4.95,230514635,0.0995,1.43,1.02,17642.79,601398,工商银行
2022-12-26,4.95,4.99,4.89,4.93,274764178,0.1186,-0.4,2.02,17571.51,601398,工商银行
2022-12-27,4.97,5.03,4.95,4.99,240244901,0.1037,1.22,1.62,17785.36,601398,工商银行
2022-12-28,5.01,5.06,4.94,4.99,164951176,0.0712,0.0,2.4,17785.36,601398,工商银行
2022-12-29,4.95,4.99,4.9,4.94,180473267,0.0779,-1.0,1.8,17607.15,601398,工商银行
2022-12-30,4.96,4.98,4.92,4.93,235379768,0.1016,-0.2,1.21,17571.51,601398,工商银行
2023-01-02,4.88,4.91,4.81,4.86,245573380,0.106,-1.42,2.03,17322.01,601398,工商银行
